"SAMPLECODE","Class","Family","Genus","Species","SPECIES_SCIENTIFIC","MaxN","Project name","Institute","Responsible person","Fieldtrip","Date","Location","Management","LATITUDE","LONGITUDE","count","duplicated","DATATYPE","OWNER","DAY","MONTH","YEAR"
"16-03_AMA_112","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",2,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-08,"Gonubie adjacent","Exploited",-32.9491722676903,28.0525056738406,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","04","2016"
"16-03_AMA_114","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",2,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-08,"Gonubie adjacent","Exploited",-32.9554027039557,28.0618772283196,NA,NA,"BRUVS","NRF-SAIAB MARIP","08","04","2016"
"16-03_AMA_118","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-09,"Gonubie adjacent","Exploited",-32.93103886,28.09234519,NA,NA,"BRUVS","NRF-SAIAB MARIP","09","04","2016"
"14-10_ELLEN_60","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",3,"DFFE Agulhas Bank","DFFE/SAIAB","Anthony Bernard","14-10_Ellen",2014-10-13,"72Mile Bank (Aandsklip)","Exploited",-35.710883,20.723667,NA,NA,"BRUVS","DFFE/SAIAB","13","10","2014"
"15-03_DH_007","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.87029,19.989658,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"16-03_AMA_121","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-09,"Gonubie MPA","Amathole MPA_Gonubie",-33.00906843,27.99479879,NA,NA,"BRUVS","NRF-SAIAB MARIP","09","04","2016"
"16-03_AMA_122","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-09,"Gonubie MPA","Amathole MPA_Gonubie",-33.00378875,27.99177091,NA,NA,"BRUVS","NRF-SAIAB MARIP","09","04","2016"
"16-03_AMA_144","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",2,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-15,"Kei MPA","Amathole MPA_Kei",-32.7534264139831,28.3417110051959,NA,NA,"BRUVS","NRF-SAIAB MARIP","15","04","2016"
"16-03_AMA_165","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-04-17,"Kei adjacent","Exploited",-32.6821599528193,28.4594506770372,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","04","2016"
"16-03_AMA_48","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-16,"Gonubie MPA","Amathole MPA_Gonubie",-32.9765099287033,27.9883444681763,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","03","2016"
"16-03_AMA_50","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-16,"Gonubie MPA","Amathole MPA_Gonubie",-32.9810556024312,27.9859788436442,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","03","2016"
"16-03_AMA_58","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",2,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-17,"Gonubie adjacent","Exploited",-32.9230752959847,28.0792415980249,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2016"
"16-03_AMA_63","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-17,"Gonubie adjacent","Exploited",-32.9288862179964,28.0710249021649,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2016"
"15-03_DH_014","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.85881,20.00322,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"16-03_AMA_66","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-17,"Gonubie adjacent","Exploited",-32.9205655865371,28.0846847221255,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2016"
"16-03_AMA_76","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",2,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-25,"Christmas Rock","Amathole MPA_Gxulu",-33.1890734005719,27.6688016764819,NA,NA,"BRUVS","NRF-SAIAB MARIP","25","03","2016"
"16-03_AMA_77","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-25,"Christmas Rock","Amathole MPA_Gxulu",-33.1922140158712,27.6663884427398,NA,NA,"BRUVS","NRF-SAIAB MARIP","25","03","2016"
"16-03_AMA_95","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-31,"Christmas Rock","Amathole MPA_Gxulu",-33.1996523682028,27.6902246475219,NA,NA,"BRUVS","NRF-SAIAB MARIP","31","03","2016"
"16-03_AMA_97","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",3,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-31,"Christmas Rock","Amathole MPA_Gxulu",-33.195078363642,27.6739700417965,NA,NA,"BRUVS","NRF-SAIAB MARIP","31","03","2016"
"15-03_DH_017","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-20,"Agulhas","Exploited",-34.83991,20.01622,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","03","2015"
"16-03_AMA_98","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-31,"Christmas Rock","Amathole MPA_Gxulu",-33.1926375534385,27.6681479718536,NA,NA,"BRUVS","NRF-SAIAB MARIP","31","03","2016"
"16-03_AMA_99","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",4,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","16-03_AMA",2016-03-31,"Christmas Rock","Amathole MPA_Gxulu",-33.1956426333636,27.6898102462291,NA,NA,"BRUVS","NRF-SAIAB MARIP","31","03","2016"
"15-03_DH_035","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-21,"5 Mile Bank","Exploited",-34.85546,20.13288,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","03","2015"
"15-03_DH_049","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",1,"De Hoop","NRF-SAIAB MARIP","Anthony Bernard","15-03_DH",2015-03-31,"Noetzie","De Hoop MPA",-34.47713,20.75663,NA,NA,"BRUVS","NRF-SAIAB MARIP","31","03","2015"
"19-06_TNP_019","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","19-06_TNP",2019-06-01,"Rheeders reef","TNP MPA",-34.03051,23.94676,NA,NA,"BRUVS","NRF-SAIAB MARIP","01","06","2019"
"20-01_UPWELLING_025","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",3,"Upwelling","NRF-SAIAB MARIP","Anthony Bernard","20-01_Upwelling",2020-01-16,"Seal Point","Exploited",-34.2058,24.80037,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","01","2020"
"20-02_TNP_012","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-19,"Middle bank","TNP MPA",-34.03046,23.90615,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","02","2020"
"20-02_TNP_013","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-19,"Middle bank","TNP MPA",-34.03042,23.91166,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","02","2020"
"20-02_TNP_048","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","20-02_TNP",2020-02-23,"Middle bank","TNP MPA",-34.0458,23.86874,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","02","2020"
"19-06_TNP_057","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","19-06_TNP",2019-06-04,"Rheeders reef","TNP MPA",-34.03299,23.95479,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","06","2019"
"14-03_AB_14","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-03_Algoa Bay",2014-03-23,"Riy Banks","Exploited",-33.98987,25.87481,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","03","2014"
"21-03_SCF-WC_003","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-10,"Glentana","Exploited",-34.08814,22.33851,NA,NA,"BRUVS","NRF-SAIAB MARIP","10","03","2021"
"21-03_SCF-WC_011","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.06041,22.35325,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"21-03_SCF-WC_013","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.06171,22.32612,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"21-03_SCF-WC_014","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",4,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.06241,22.33533,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"21-03_SCF-WC_017","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.05875,22.32207,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"19-06_TNP_070","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","19-06_TNP",2019-06-04,"Rheeders reef","TNP MPA",-34.02784,23.91934,NA,NA,"BRUVS","NRF-SAIAB MARIP","04","06","2019"
"13-02_TNP_090","Elasmobranchii","Gymnuridae","Gymnura","natalensis","Gymnura natalensis",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","13-02_TNP",2013-02-22,"Rheeders Reef","TNP MPA",-34.03175,23.91381,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","02","2013"
"16-04_AB_03","Elasmobranchii","Myliobatidae","Aetomylaeus","bovinus","Aetomylaeus bovinus",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-04-22,"Cape Recife","Exploited",-34.05225,25.72009,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","04","2016"
"15-02_GK_02","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-26,"Goukamma","Goukamma MPA",-34.0785333333333,22.9395833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","02","2015"
"21-03_SCF-WC_007","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.05906,22.31736,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"14-03_AB_15","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",2,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-03_Algoa Bay",2014-03-23,"Riy Banks","Exploited",-33.9871,25.88335,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","03","2014"
"21-03_SCF-WC_018","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.06657,22.32719,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"21-03_SCF-WC_016","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.06535,22.35385,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"16-04_AB_04","Elasmobranchii","Myliobatidae","Aetomylaeus","bovinus","Aetomylaeus bovinus",2,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-04-22,"Cape Recife","Exploited",-34.04387,25.71976,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","04","2016"
"21-03_SCF-WC_019","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.0672,22.33535,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"21-03_SCF-WC_020","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.06694,22.34599,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"21-03_SCF-WC_021","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",2,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.06247,22.35793,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"21-03_SCF-WC_023","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-11,"Glentana","Exploited",-34.06694,22.33119,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","03","2021"
"21-03_SCF-WC_070","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-16,"Robburg","Robburg MPA",-34.1075,23.42534,NA,NA,"BRUVS","NRF-SAIAB MARIP","16","03","2021"
"21-03_SCF-WC_080","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-17,"Robburg","Robburg MPA",-34.11634,23.37464,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2021"
"21-03_SCF-WC_090","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-17,"Robburg","Robburg MPA",-34.12502,23.40071,NA,NA,"BRUVS","NRF-SAIAB MARIP","17","03","2021"
"21-03_SCF-WC_120","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-19,"Keurbooms (village)","Exploited",-34.0103,23.45888,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","03","2021"
"21-03_SCF-WC_122","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-19,"Keurbooms (village)","Exploited",-34.01468,23.45559,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","03","2021"
"21-03_SCF-WC_126","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-19,"Keurbooms (village)","Exploited",-34.01238,23.44561,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","03","2021"
"21-03_SCF-WC_131","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-19,"Keurbooms (village)","Exploited",-34.01614,23.43447,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","03","2021"
"21-03_SCF-WC_026","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-12,"Pinnicle Point","Exploited",-34.21355,22.09302,NA,NA,"BRUVS","NRF-SAIAB MARIP","12","03","2021"
"21-03_SCF-WC_055","Elasmobranchii","Triakidae","Galeorhinus","galeus","Galeorhinus galeus",1,"SCF","NRF-SAIAB MARIP","Anthony Bernard","21-03_SCF-WC",2021-03-13,"Gouritz","Exploited",-34.35411,21.9111,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","03","2021"
"13-02_TNP_047","Elasmobranchii","Hexanchidae","Notorynchus","cepedianus","Notorynchus cepedianus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","13-02_TNP",2013-02-11,"Middle Bank Reef","TNP MPA",-34.04406,23.88082,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","02","2013"
"20-11_OA_022","Elasmobranchii","Carcharhinidae","Carcharhinus","albimarginatus","Carcharhinus albimarginatus",2,"iSimangaliso_OA","NRF-SAIAB MARIP","Anthony Bernard","20-11_OA",2020-11-13,"Bhanga area","IWP_Maputaland Sanctuary Zone",-27.0484,32.91095,NA,NA,"BRUVS","NRF-SAIAB MARIP","13","11","2020"
"14-01_PONDO_008","Elasmobranchii","Alopiidae","Alopias","pelagicus","Alopias pelagicus",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-21,"Mtentu","Pondoland MPA_no-take",-31.3000833333333,30.0132,NA,NA,"BRUVS","NRF-SAIAB MARIP","21","01","2014"
"16-04_AB_10","Elasmobranchii","Myliobatidae","Aetomylaeus","bovinus","Aetomylaeus bovinus",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","16-04_AB",2016-04-30,"Cape Recife","Exploited",-34.04353,25.71674,NA,NA,"BRUVS","NRF-SAIAB MARIP","30","04","2016"
"17-04_NSC-S_062","Elasmobranchii","Myliobatidae","Aetomylaeus","bovinus","Aetomylaeus bovinus",1,"Natal South Coast","NRF-SAIAB MARIP","Anthony Bernard","17-04_NSC-S",2017-04-12,"Port Edward","Not recorded",-31.26694,30.08501,NA,NA,"BRUVS","NRF-SAIAB MARIP","12","04","2017"
"14-03_AB_18","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",2,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-03_Algoa Bay",2014-03-23,"Riy Banks","Exploited",-33.99254,25.88064,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","03","2014"
"14-01_PONDO_025","Elasmobranchii","Gymnuridae","Gymnura","natalensis","Gymnura natalensis",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-22,"Mnyameni","Exploited",-31.1826166666667,30.1330166666667,NA,NA,"BRUVS","NRF-SAIAB MARIP","22","01","2014"
"14-03_AB_20","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-03_Algoa Bay",2014-03-23,"Riy Banks","Exploited",-34.0001,25.88844,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","03","2014"
"14-03_AB_27","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-03_Algoa Bay",2014-03-24,"Riy Banks","Exploited",-33.98975,25.88593,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","03","2014"
"14-03_AB_32","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",2,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","14-03_Algoa Bay",2014-03-24,"Riy Banks","Exploited",-33.99236,25.88043,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","03","2014"
"15-02_GK_04","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Goukamma","NRF-SAIAB MARIP","Anthony Bernard","15-02_GK",2015-02-26,"Goukamma","Goukamma MPA",-34.0878833333333,22.9457833333333,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","02","2015"
"15-05_AMA_001","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","15-05_Ama",2015-05-23,"Gonubie MPA","Amathole MPA_Gonubie",-32.98544,27.98641,NA,NA,"BRUVS","NRF-SAIAB MARIP","23","05","2015"
"15-04_AB_22","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-19,"Riy Banks","Exploited",-33.99257,25.880342,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","04","2015"
"15-05_AMA_017","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","15-05_Ama",2015-05-24,"Gonubie MPA","Amathole MPA_Gonubie",-32.97224,28.03517,NA,NA,"BRUVS","NRF-SAIAB MARIP","24","05","2015"
"15-04_AB_25","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-19,"Riy Banks","Exploited",-33.98706,25.88067,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","04","2015"
"15-04_AB_27","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-19,"Riy Banks","Exploited",-34.0167,25.88642,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","04","2015"
"15-04_AB_28","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-19,"Riy Banks","Exploited",-34.00766,25.88398,NA,NA,"BRUVS","NRF-SAIAB MARIP","19","04","2015"
"14-01_PONDO_040","Elasmobranchii","Carchariidae","Carcharias","taurus","Carcharias taurus",1,"Pondoland","NRF-SAIAB MARIP","Anthony Bernard","14-01_Pondo",2014-01-26,"Msikaba","Pondoland MPA_no-take",-31.36979,29.96413,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","01","2014"
"15-04_AB_40","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-20,"Riy Banks","Exploited",-33.9926,25.88349,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","04","2015"
"15-04_AB_42","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-20,"Riy Banks","Exploited",-33.99252,25.86197,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","04","2015"
"15-04_AB_43","Elasmobranchii","Dasyatidae","Bathytoshia","brevicaudata","Bathytoshia brevicaudata",1,"Algoa Bay LTM","NRF-SAIAB MARIP","Anthony Bernard","15-04_AB",2015-04-20,"Riy Banks","Exploited",-33.98706,25.8808,NA,NA,"BRUVS","NRF-SAIAB MARIP","20","04","2015"
"15-05_AMA_021","Elasmobranchii","Rhinobatidae","Acroteriobatus","annulatus","Acroteriobatus annulatus",1,"Amathole","NRF-SAIAB MARIP","Anthony Bernard","15-05_Ama",2015-05-26,"Christmas Rock MPA","Amathole MPA_Gxulu",-33.16295,27.7384,NA,NA,"BRUVS","NRF-SAIAB MARIP","26","05","2015"
"13-02_TNP_054","Elasmobranchii","Hexanchidae","Notorynchus","cepedianus","Notorynchus cepedianus",1,"TNP LTM","NRF-SAIAB MARIP","Anthony Bernard","13-02_TNP",2013-02-11,"Rheeders Reef","TNP MPA",-34.02733,23.91352,NA,NA,"BRUVS","NRF-SAIAB MARIP","11","02","2013"
"OSGOOD_C7","Elasmobranchii","Scyliorhinidae","Halaelurus","natalensis","Halaelurus natalensis",1,"SASC_Overberg","SASC/Cape Nature","Guy Paulet","2016-7",2016-07-25,"Overberg","Not recorded",-34.47578,19.25442,NA,NA,"BRUVS","SASC/Cape Nature","25","07","2016"
